customer_id,current_linkedin_activity,email_domain,linkedin_skill_code,mentor_program_involvement,negative_review_in_past_5_years,recruiting_location_code,recruiting_method_code,weekly_consumption,years_of_membership,survey_attitude_towards_company,survey_attitude_towards_product_features,survey_attitude_towards_performance,survey_attitude_towards_usability,survey_attitude_towards_product_quality,survey_attitude_towards_customer_service
c9904078-cd77-4b73-b840-49fce78ef517,2,fastcompany.com,32498,2,1,54996,32498,50,3,1,3,2,3,7,2
10ffb30c-421a-4b67-9eab-10b384bc4986,0,nih.gov,21249,1,0,77494,54996,38,2,1,4,4,2,1,3
9a15d681-8e8a-4907-866f-c1368b96abd2,1,mysql.com,21249,5,1,43747,32498,46,1,2,4,1,4,2,3
4138c0b3-d742-4e40-9a8c-3c66c8c17c07,3,admin.ch,21249,5,0,43747,43747,50,1,3,6,2,1,1,5
3aecfcdf-b359-4114-a9a5-9fe01f3a117b,6,timesonline.co.uk,10000,4,1,66245,88743,46,2,2,4,2,3,4,4
f01823c8-0285-4fc4-a3df-e43428c0e682,3,fastcompany.com,21249,2,0,10000,21249,46,4,2,6,7,3,2,5
88373463-91bb-4287-bcfb-d4b7f1660103,4,ucoz.com,21249,1,0,32498,10000,46,1,2,4,5,2,4,3
f80c9d9b-1863-4830-bfcb-51094c9d9c90,1,fastcompany.com,21249,2,0,88743,88743,42,5,1,6,2,3,4,3
97676ab6-5603-417a-898f-91a7a3e5b4bd,2,mysql.com,21249,1,0,88743,32498,38,6,4,6,3,2,5,5
044c657c-8b00-416a-a404-9d3bfffb47f4,2,nih.gov,10000,1,0,21249,43747,42,1,1,4,4,1,4,2
4b8e77cc-3839-4ec9-80a5-61c5712a7a4c,0,mysql.com,10000,1,1,43747,32498,34,1,2,4,2,1,3,4
16169c01-05bc-4c3d-82b8-d98e9da9658e,4,ucoz.com,21249,1,1,43747,10000,42,4,1,2,3,2,2,3
c06a1e56-0bf8-4752-a833-afcacd2430d7,3,mysql.com,10000,1,1,21249,88743,42,0,4,6,5,1,3,4
01a8f0b3-785f-497a-aa79-56a1c096d178,2,mysql.com,32498,1,0,10000,32498,38,4,3,6,5,2,4,5
f1d49e9d-ab80-4fa4-8188-9feec44b8954,0,ucoz.com,43747,2,0,21249,43747,38,3,2,2,2,1,3,1
ae6f8fc4-317c-44d2-a476-31417e411560,3,admin.ch,21249,5,0,32498,10000,42,6,2,6,6,2,5,4
32c673ae-9f46-4526-a2ad-fcd8337092d3,3,mysql.com,10000,5,1,77494,77494,42,0,6,3,1,1,5,4
2132b325-23b4-40f4-bc34-d3509d1df6d2,3,admin.ch,21249,4,0,21249,43747,34,6,1,2,3,1,7,4
948ba604-6b06-4c34-8a79-07d68a4d14cb,5,timesonline.co.uk,32498,1,1,21249,43747,42,6,2,3,3,1,6,3
0558e0ab-cde4-4e68-a7a9-9fb0ad76cfe4,4,mysql.com,21249,2,1,43747,54996,46,6,2,3,4,2,5,2
241fbba1-6dfb-46d5-bc9d-d0164a225045,5,fastcompany.com,10000,2,0,88743,88743,46,3,2,6,3,2,3,2
5fd345eb-5375-4c41-a935-d17d5899b148,4,nih.gov,10000,2,0,54996,32498,38,3,1,5,4,2,2,5
46128886-029e-4b56-a282-51a402fae66b,2,mysql.com,32498,2,0,66245,54996,46,1,2,3,2,1,5,4
0201238a-8bd4-4e03-8530-6106d6bd71f1,3,ucoz.com,32498,2,1,21249,10000,50,2,1,3,4,3,7,3
296d4423-acbe-4223-ac56-0fc6986f82ab,2,fastcompany.com,21249,1,1,54996,43747,50,4,1,2,4,1,3,5
ee02687b-9bf9-49b4-958a-7328348432e8,1,nih.gov,32498,2,1,88743,10000,38,2,2,2,2,2,6,4
06eb4b0f-980f-4ddc-85eb-0a5884eaccf9,1,admin.ch,10000,3,1,77494,54996,46,2,1,6,4,1,6,2
e184ed42-48fc-4266-b186-ea43ad933aab,4,timesonline.co.uk,21249,1,1,77494,10000,46,0,2,2,3,2,5,5
90edbe0a-636c-41b7-b52a-d3368efa7704,6,ucoz.com,54996,4,1,77494,32498,42,3,2,5,5,1,4,1
3608c142-57c2-48b9-8b1b-c9d04ccab7a1,1,fastcompany.com,32498,4,1,10000,32498,30,2,2,4,3,3,4,5
9c8739f5-e94c-4b13-9c73-8138779fe6b9,1,ucoz.com,10000,2,1,66245,43747,34,3,1,4,1,2,5,4
5bad860f-63d4-4eab-949e-be79fdd64855,1,ucoz.com,10000,3,0,32498,43747,34,3,1,6,3,2,4,3
901b850b-ab97-46a3-a763-7e1cdcd8e389,2,fastcompany.com,10000,4,0,32498,66245,50,5,1,2,7,2,2,3
eed1d4eb-fdec-47ae-8d55-f7bfce33dbda,2,fastcompany.com,43747,1,0,21249,43747,46,3,1,5,3,2,5,4
f8bf86c8-7d30-4b32-b6b3-349a1aa0642d,4,mysql.com,10000,1,0,66245,54996,34,2,2,4,5,3,5,4
55a52688-44f6-4de2-94d2-2155fff444d9,2,mysql.com,10000,2,1,10000,32498,46,6,2,3,2,1,4,3
fc3fccc4-1bac-40c9-b181-8be8a29d8d88,0,mysql.com,10000,2,1,32498,77494,30,4,1,3,3,1,5,4
ad6e021c-d7fa-46da-a21d-0702e701752e,3,admin.ch,43747,2,1,21249,32498,42,3,2,4,5,1,5,1
06401189-fe67-4a8b-ba7b-f235fb706702,1,timesonline.co.uk,10000,1,1,10000,88743,42,2,2,6,3,1,5,4
bcd66049-9015-40e6-b93e-6b7880519a46,2,fastcompany.com,10000,2,0,88743,21249,42,3,2,6,3,1,5,3
9619d799-a918-428c-878f-9dd7f169c2e9,6,admin.ch,10000,1,1,10000,32498,42,6,4,6,5,4,4,3
88605a42-ab69-4c4a-9fc9-0fa8c3401959,3,fastcompany.com,10000,1,1,43747,32498,46,5,1,1,1,1,1,5
c7634332-b595-4b6b-9c40-d171b4181a51,3,timesonline.co.uk,21249,1,0,32498,32498,46,3,1,4,4,2,3,4
2b405022-1aab-456a-91b3-57a7c98b73c8,2,fastcompany.com,10000,1,0,77494,54996,38,0,2,4,2,2,7,4
61d5d683-0743-4689-8f19-b6f6b78ffbec,1,timesonline.co.uk,21249,1,1,10000,32498,42,1,1,3,5,4,2,4
e492c1a0-8027-4b48-bbc3-a82e6536c6fc,3,timesonline.co.uk,21249,5,0,32498,21249,34,2,1,5,3,2,5,5
659a7c29-d04b-4c64-bf2c-a9c3c41fc62c,4,mysql.com,32498,1,0,21249,32498,30,1,1,5,4,2,4,2
29c754d4-e95a-460f-868a-26e463a7b306,2,fastcompany.com,21249,2,1,32498,88743,42,3,2,6,3,4,1,4
18fea84e-4056-4edc-9ac4-318be8f8a7a0,1,mysql.com,10000,2,1,66245,32498,50,5,4,2,5,2,3,5
dcb1bdb8-9d48-4416-a82b-653bb415ef1d,3,admin.ch,10000,5,0,54996,54996,42,2,3,3,2,2,7,5
5db20eaa-3b3a-4e81-ad0e-e3d34b152da5,6,ucoz.com,10000,5,1,32498,32498,38,4,1,2,4,2,3,5
a0d8576d-6d3c-406e-801d-1f6b3ca5240b,3,nih.gov,10000,2,0,21249,10000,34,3,4,4,5,2,6,5
be6c918e-866f-4a42-9373-0050fb865063,3,ucoz.com,10000,5,1,32498,32498,42,6,2,3,3,4,3,3
481fb9e8-ea1e-4b28-abb6-371ba38e7516,3,mysql.com,21249,4,1,66245,43747,42,3,2,6,5,3,2,4
0c221d06-91f7-4f02-85f9-9ce037730753,3,admin.ch,10000,1,1,77494,32498,30,0,1,4,2,3,5,4
ba59d6d9-8c13-4306-b350-0bce232d0553,1,admin.ch,10000,2,0,54996,43747,50,2,3,4,5,1,3,3
39ccf792-479e-43f9-a43b-229f94df9b49,6,ucoz.com,10000,2,1,10000,43747,38,1,2,5,4,1,2,3
4dea3006-0043-4c99-a1f0-1aefd6a208fb,2,mysql.com,10000,2,0,32498,21249,42,6,1,3,3,2,3,5
f5a7b99d-d6db-42fc-b4f9-e975fbfaa56a,4,admin.ch,10000,2,1,10000,43747,42,0,2,6,2,2,7,5
62a8d2c8-f364-468a-b58c-04d883beb240,2,fastcompany.com,10000,1,0,21249,21249,46,1,3,3,4,4,4,5
d1aaaaa1-cf3a-4b82-91eb-3e0e5be23880,4,mysql.com,21249,5,1,88743,43747,46,1,4,4,4,4,2,4
d22566f7-3ae0-46f3-8e91-14f6bd7cdb7b,3,nih.gov,10000,5,1,66245,10000,46,3,2,6,4,1,7,5
fcfb7243-c953-424d-8c98-a58719afce3c,1,fastcompany.com,10000,5,1,10000,32498,38,1,2,4,3,3,6,2
82eb84a0-ecfa-4acd-b70c-17a75413c9f9,4,fastcompany.com,21249,3,1,10000,43747,42,2,1,3,3,1,4,2
6069aa73-8053-482d-8311-33e2372f7223,1,mysql.com,21249,4,1,88743,77494,38,2,1,5,4,4,1,5
4fb7268d-a2f4-4f02-9ed1-cc442415146e,3,ucoz.com,10000,1,0,21249,88743,42,2,4,2,5,2,6,2
625e169d-060c-484a-b002-446c9abd66f1,2,nih.gov,10000,4,0,66245,43747,42,2,1,3,2,1,4,5
9b456e23-9b7d-4d9b-96af-e1e6f1230e6d,2,mysql.com,21249,1,1,88743,66245,50,2,1,1,4,1,7,5
82c54b9e-aafd-4797-8e65-409a75b90e1b,2,ucoz.com,21249,1,0,88743,88743,42,4,2,5,1,1,4,3
54fa2780-dbd3-412e-807d-4f387a4f5552,3,fastcompany.com,10000,4,0,32498,32498,46,2,1,5,4,3,4,5
0fe6d2cf-fbdf-4503-9338-318c53df31c0,3,mysql.com,21249,1,0,10000,32498,46,3,2,2,3,1,4,4
6ab3d6f4-9514-4750-8c69-a58489bcdffb,4,nih.gov,21249,1,0,43747,10000,34,1,3,3,5,2,5,5
1f8207a6-6ad8-4c9c-931f-9962f783163f,4,nih.gov,21249,2,0,88743,32498,50,6,1,4,3,1,3,3
4382acfb-7a01-4526-aa2e-89b623d5af4f,6,admin.ch,10000,1,0,88743,21249,50,3,2,6,4,1,4,4
b7690381-a65d-4cd0-a758-69560be64ca5,0,mysql.com,10000,2,0,10000,32498,34,4,2,3,3,2,3,2
77b080a5-643e-4535-a952-b69ef9c36609,2,mysql.com,10000,1,1,21249,21249,38,2,3,3,5,1,1,3
2e6925d9-ee0c-4fd7-9c07-c188fcc85309,2,ucoz.com,10000,1,0,54996,43747,38,0,2,4,4,1,3,2
df87a390-c0cd-46b6-9567-5f9a1ae669a3,3,timesonline.co.uk,10000,4,1,32498,32498,50,0,2,4,3,3,5,3
b4427375-397d-46d6-b979-8b91ca9106e8,4,mysql.com,21249,5,0,66245,77494,50,3,1,2,2,1,3,3
a500ca69-3e50-46d1-a1ab-990cb31c627e,4,timesonline.co.uk,10000,5,0,54996,43747,38,6,2,4,4,1,3,5
3255cc63-ff54-49c1-8c18-5b62d12bb3f1,6,ucoz.com,10000,2,0,32498,43747,50,1,1,4,3,2,2,4
c8d7fab6-c76b-4c2a-836e-3fb944c28d6b,1,timesonline.co.uk,10000,4,1,10000,43747,46,2,1,1,1,2,5,2
94f731bf-7017-470c-83c1-7ba78a273099,3,mysql.com,21249,5,1,77494,10000,42,1,1,6,2,2,7,5
07d60ef2-7272-4a48-acdd-9d4ef4a82d43,2,ucoz.com,21249,1,0,66245,32498,38,2,3,4,6,2,2,5
6deb3b55-8c14-401c-ae41-2748268a2689,4,mysql.com,54996,4,0,54996,32498,42,6,1,1,3,1,1,3
32749db0-5b64-4560-9c89-0ba17e4b5f79,0,ucoz.com,21249,2,0,32498,21249,42,3,1,3,3,1,3,4
6646e422-14c4-4c5f-8d2b-746de0a08a20,0,admin.ch,10000,1,1,32498,88743,34,5,1,4,3,2,2,3
857f7ca4-7c5e-4400-8fc2-398d2cc17c3e,6,mysql.com,10000,1,0,43747,10000,42,2,5,5,1,2,7,5
6121ba83-8fe5-4eb0-8677-8a87fff437fe,1,admin.ch,10000,2,0,21249,43747,30,2,1,2,2,2,3,4
849cd0a3-1be1-4eb6-9ba9-043f27ed241d,2,ucoz.com,10000,2,1,10000,32498,50,3,2,5,1,2,2,5
a319eb64-59ab-4e27-a7e7-1063178c351f,4,ucoz.com,32498,2,0,88743,10000,38,5,1,5,4,3,4,3
006fd9e4-0463-466d-85e1-b925c60a69bf,5,fastcompany.com,10000,1,1,77494,66245,38,3,2,3,5,2,6,5
83cea169-d146-44eb-a367-fffc2e8ba9d2,0,fastcompany.com,21249,2,0,43747,77494,42,2,2,4,3,3,2,5
c4752455-fc56-466b-9a6d-7b532981d119,2,timesonline.co.uk,10000,2,0,10000,54996,42,3,1,2,4,3,4,5
c005a575-b7b1-4a24-824f-c7616c0f32fe,2,fastcompany.com,10000,5,0,66245,32498,30,1,2,4,2,2,2,5
617a7ea0-b2fa-4b75-a0a4-967ba3472cb2,3,nih.gov,10000,2,0,21249,88743,34,4,3,2,4,1,4,5
4dfadc72-962e-4b3f-bb27-02499e308527,0,timesonline.co.uk,10000,2,1,21249,21249,46,3,1,6,2,3,5,4
a891ba7d-05c0-4716-b462-b62f5af41a04,2,fastcompany.com,21249,3,0,77494,66245,42,6,2,2,2,1,4,3
16e2778d-cbdb-4971-835d-c4bd8922f5e1,2,fastcompany.com,21249,1,0,32498,32498,42,1,4,4,3,1,2,3
795945e8-185e-426d-8e1b-d1821b04dd7b,0,ucoz.com,32498,1,0,66245,43747,38,2,3,6,1,3,3,1
cfaf74fb-a958-4dca-a68d-36597e437d3c,6,admin.ch,10000,1,0,88743,66245,42,5,1,2,2,2,3,4
49318696-4117-4cb9-a1ea-11563890c9f9,1,mysql.com,10000,3,1,21249,10000,38,0,2,3,2,3,4,2
80a68cf8-f538-49a8-8b97-06fd7ea57471,5,mysql.com,21249,1,0,32498,21249,42,1,1,6,3,1,3,2
9fe15e99-3aeb-4995-80eb-4684ab89a61e,6,fastcompany.com,32498,5,0,32498,54996,46,2,1,2,4,4,5,5
480111e9-01a3-4667-b2d5-ac672ee1da4d,2,mysql.com,32498,4,0,32498,88743,50,5,2,2,2,1,3,5
e35d17d8-00dd-436a-83db-ef73a6280f36,3,admin.ch,21249,2,0,54996,66245,38,2,1,6,6,1,6,5
d3026152-5c8a-41d1-8826-5281fab57ada,6,ucoz.com,10000,3,1,32498,66245,42,3,2,6,5,1,4,3
3699d168-a8d0-43e4-979d-3d9346b21419,3,nih.gov,21249,1,1,43747,21249,38,1,2,4,7,2,6,3
5d72db13-89b9-49b8-bec2-43d46745a59f,2,fastcompany.com,21249,2,1,66245,32498,50,6,2,6,3,2,4,3
59c5724f-38b0-4933-8892-7c912f025a6e,6,mysql.com,21249,1,0,10000,21249,38,3,1,6,4,2,5,3
5c289fa5-1a6e-4ce3-b760-26fa20ccd7d5,4,ucoz.com,10000,2,1,66245,32498,42,1,2,6,3,4,5,4
16007f3e-26f3-45a1-b640-068b3b096d6a,3,admin.ch,10000,1,0,54996,32498,46,4,2,5,3,1,3,4
725bca8d-e1e5-4722-9f64-c635b67b8f04,4,mysql.com,10000,3,0,77494,43747,34,5,1,5,2,2,4,3
245d549c-04ce-4cc5-993f-e8a1b2d728ff,1,nih.gov,10000,5,0,10000,10000,42,3,2,4,3,3,5,5
0e679332-9ae0-4881-8282-5a9dda850c30,4,admin.ch,10000,5,0,32498,32498,34,4,2,4,3,1,4,3
020aea4d-1587-468b-8ec4-fde714f660df,0,mysql.com,10000,1,0,66245,21249,46,3,4,2,6,3,5,4
6df22f73-f419-4b24-afe1-822ccab39028,4,admin.ch,21249,2,1,43747,32498,42,3,1,5,4,2,7,4
08a5a698-c7ca-4fb2-af04-0710316ce0e8,1,ucoz.com,21249,5,1,88743,32498,50,0,2,2,5,1,7,3
103742a9-4199-482d-8642-33810cb4fc20,1,fastcompany.com,21249,2,0,32498,43747,46,2,1,5,4,5,3,4
a290a6e1-a2b9-4dfb-92f6-9181779f3389,2,mysql.com,10000,1,0,32498,21249,34,3,2,3,2,4,2,5
2e23ffe0-93cd-48f4-801d-142c72834f68,5,mysql.com,32498,1,0,43747,43747,46,1,2,2,4,1,3,4
92f12820-2ebb-451b-994f-e35b65ee8b6f,0,timesonline.co.uk,32498,2,0,66245,54996,38,3,1,5,4,2,5,3
e9e1eaff-21c8-4283-8487-359e5884542b,5,nih.gov,10000,4,0,32498,21249,46,3,2,6,5,3,5,1
cf86e333-d3a7-4a28-a635-fe90719c41b7,0,fastcompany.com,10000,2,0,54996,43747,34,3,3,3,3,2,4,2
d5df288a-b097-4391-a563-233de312514a,1,fastcompany.com,10000,3,0,88743,32498,42,6,1,4,2,1,5,5
1346b6fd-ebf9-48f0-bc0c-799be342c3a3,1,ucoz.com,10000,1,1,10000,32498,38,1,1,3,1,2,3,5
31ef8c7d-745a-46da-940b-082839d1b6e9,2,nih.gov,10000,5,0,21249,43747,38,2,1,3,3,1,2,2
722de2c6-c0e2-41bf-8917-4d83ebdad7bd,3,fastcompany.com,32498,1,1,10000,32498,42,0,1,2,3,1,3,3
06f1dfa3-bf68-49b8-a100-c8a7d41cf942,5,mysql.com,21249,2,1,21249,10000,34,5,2,1,2,2,6,2
b8ce2d2e-4413-4e81-9182-4d6a1e87e6ec,2,mysql.com,21249,1,0,21249,77494,42,6,2,3,5,1,4,5
70baa9c7-5a5b-4b6b-9e7e-aadd75121351,2,ucoz.com,21249,4,0,77494,32498,38,3,1,4,4,1,5,3
98643973-ea06-483a-924c-785ab3135448,3,mysql.com,21249,2,0,77494,66245,38,1,3,5,2,1,4,5
49ef6fac-a78f-4eab-b622-4b176e9a66b8,2,ucoz.com,21249,1,0,32498,21249,50,3,1,5,2,2,1,5
87bc6602-a10a-4be6-9c3e-89802395ef2e,2,nih.gov,21249,1,0,43747,43747,38,4,3,5,4,1,3,5
1104e856-4eb0-4260-9f1f-c98c9c6cc69d,6,mysql.com,21249,5,0,32498,77494,38,6,1,5,4,1,5,4
9ef0af21-c159-41c8-b174-a1f62240a3bd,1,ucoz.com,10000,2,1,10000,43747,42,1,1,4,5,2,7,3
84f8267a-12ee-4b98-b884-460057651bc1,0,mysql.com,21249,1,0,54996,43747,46,0,1,2,1,3,5,3
25e6d640-e7a1-4460-967a-e9dd78e142d8,0,timesonline.co.uk,21249,3,0,10000,77494,46,2,3,4,5,1,6,4
cfe1361c-a483-4130-bcc2-a0778845f826,0,fastcompany.com,21249,2,1,21249,32498,38,3,1,6,2,2,3,3
34a58e90-1410-4440-bba2-e42ab1aebec3,3,nih.gov,10000,5,0,21249,21249,46,3,1,3,3,1,7,2
7cf634cd-a636-44f6-ae12-3db5863c0687,6,fastcompany.com,10000,3,1,32498,54996,38,0,1,3,1,4,5,5
6d02d74e-b4d2-43ca-b738-efc63650ad33,3,ucoz.com,10000,1,1,88743,54996,42,1,3,3,4,2,1,5
304a0a7f-cc3d-496c-8362-a0129c1889cb,1,fastcompany.com,21249,1,1,10000,21249,42,2,1,2,3,2,4,5
32051518-07a3-4a18-a4ae-9d0c8ebf04bf,4,fastcompany.com,21249,2,0,43747,32498,34,0,3,2,2,1,6,5
cefcecf7-2386-4acf-b670-81cca3a3bc66,5,ucoz.com,10000,4,1,66245,88743,42,5,3,2,2,2,3,5
c34c78ea-130a-4759-abb4-64c637e8587c,3,timesonline.co.uk,10000,1,0,54996,43747,42,3,1,3,2,2,6,5
5aeed133-6611-499a-9e01-1aa0af3959d4,1,ucoz.com,32498,1,0,88743,32498,34,3,2,6,2,1,7,5
cf0d159b-398d-4120-8937-f91338cd6ee9,4,admin.ch,21249,1,1,21249,43747,50,6,4,4,4,3,7,5
ca6dadcf-6076-41bb-be7e-520e44db543a,3,nih.gov,21249,4,1,32498,43747,46,4,1,2,3,3,2,3
b41267a5-c8ed-41fe-aedd-13c1fb8477a7,3,ucoz.com,10000,3,0,32498,32498,46,0,2,2,4,3,3,5
6e881274-26ba-458c-a438-afbe5301d0a4,3,timesonline.co.uk,10000,4,1,88743,10000,46,2,1,4,3,1,3,3
39fa3b3e-0d60-4761-9682-6d10884ff328,1,admin.ch,43747,1,1,77494,43747,46,6,3,3,2,1,6,4
51791c49-bee6-4bf9-8be7-be028e468a21,4,mysql.com,10000,1,1,54996,43747,38,5,2,3,3,2,7,3
695d5503-b4ed-498f-9ba1-b0f17e704a01,1,ucoz.com,10000,2,1,43747,43747,34,0,1,3,7,3,3,4
652ff314-8d15-4a73-9a2f-91e613cf742a,3,ucoz.com,10000,3,0,66245,21249,42,3,4,5,2,2,3,5
123c9234-71de-4da8-a3e5-ef3c6c8162cc,3,timesonline.co.uk,32498,2,1,66245,43747,34,3,1,3,3,3,3,3
116de455-f20c-480f-8187-ba65e411608a,6,fastcompany.com,10000,2,0,77494,54996,42,2,1,6,2,2,4,5
253e7f36-e4bb-4858-908c-96c497597514,3,mysql.com,10000,2,1,21249,54996,38,3,2,2,2,1,2,5
d6cc04f6-000e-4cd4-83b3-a2db84b742fc,6,mysql.com,54996,5,1,43747,32498,34,2,1,2,5,1,7,3
1fc1465a-858b-457b-b862-ce6a0c5ca9b2,6,nih.gov,32498,2,1,32498,77494,42,1,2,3,3,2,4,4
2cb420c7-2c6e-427c-ac37-fb31dc0bbe96,6,admin.ch,10000,2,0,88743,32498,38,2,2,4,3,2,3,5
3dbd7cd5-d2ff-452f-91fd-5f2ccdc0ecfb,3,nih.gov,10000,5,1,21249,21249,46,1,3,3,1,1,5,3
b7c7e954-6fc2-497d-8b2a-ee633bb17b17,2,admin.ch,10000,1,1,32498,32498,46,5,1,3,2,2,2,5
4c6b94a8-ad39-4c10-9e4f-5e3a53567ad8,2,timesonline.co.uk,10000,1,1,54996,77494,50,1,1,3,1,3,6,4
1a7f48f2-0be1-41cd-a794-8187ffd3ebae,1,fastcompany.com,21249,1,1,43747,66245,38,2,1,4,3,2,5,5
03f49886-1e10-478d-bb3c-a9eafbd2b572,2,fastcompany.com,21249,3,0,54996,43747,34,6,1,6,6,2,3,5
8e142d5e-9889-469f-82a0-ce0c994d3e34,3,ucoz.com,21249,5,1,21249,43747,42,5,3,2,6,3,5,3
93b6abaa-f9e4-4ad7-a312-1c779f256793,0,nih.gov,10000,3,0,54996,43747,42,6,1,3,1,2,6,4
09a5342c-88f4-4fda-8945-315ca8a07110,5,mysql.com,21249,3,0,88743,77494,30,2,1,6,3,4,4,4
38928af3-7f8c-4a72-81b4-edb6d88a1647,4,timesonline.co.uk,32498,1,0,21249,54996,50,3,3,1,3,2,7,4
917435ed-a19c-4a14-a1f3-322a8abba712,3,ucoz.com,10000,1,0,66245,32498,50,1,3,1,5,1,2,2
ffde76ca-688b-4eb5-bbcb-5c1127ec50cf,1,mysql.com,21249,5,1,10000,43747,34,5,2,6,4,2,7,3
c800cf86-ff68-48ef-8944-d59eb7aa958f,4,admin.ch,21249,2,1,77494,54996,42,5,2,2,2,1,5,5
006d912a-ba93-49e5-8536-d85ac056c78b,6,mysql.com,10000,2,1,88743,54996,30,3,1,5,2,2,3,3
ada08683-a24b-46b6-bd10-048ad7dc8f5f,0,ucoz.com,21249,5,0,32498,32498,38,5,2,6,5,1,3,5
b5b12dbc-cac4-4ce2-ba1b-f5a278db7f51,6,nih.gov,10000,5,0,88743,10000,46,4,3,2,3,1,5,3
1330205e-8f9b-46a0-b920-ea46c4d4e9b5,3,mysql.com,10000,4,1,88743,66245,38,2,2,2,2,2,6,2
0f8c5edb-fa0f-41ca-b0f1-38430dd7700a,4,ucoz.com,10000,1,0,32498,54996,50,1,2,4,1,2,5,3
4f3bde6d-1012-4974-b8e0-0422288eaf29,1,mysql.com,10000,5,0,54996,21249,38,2,1,5,2,2,7,4
3a992e32-4888-464e-8664-aa514e92629c,2,ucoz.com,21249,5,1,77494,77494,38,4,1,1,7,1,3,3
5934f328-cfc9-46de-9d04-2c666793f260,2,mysql.com,10000,3,1,54996,54996,38,6,2,5,3,1,5,3
7d09c351-6e8b-4724-80e4-0adda73648a9,1,admin.ch,21249,3,0,32498,32498,38,3,1,6,4,3,3,4
468f1ea0-716f-4e54-9f8d-dab6b507ba7d,2,fastcompany.com,21249,2,1,66245,10000,38,1,2,4,3,2,3,2
2f07c55c-f8b0-4bbb-87de-49f26f57f5e6,4,ucoz.com,10000,2,0,54996,21249,38,4,2,5,5,2,3,4
91152f23-093b-4f99-bb20-c6b6c439b06e,6,timesonline.co.uk,21249,2,1,21249,66245,34,4,1,5,4,1,1,2
c455b4e3-9f34-4b02-ab5e-c7e3e0e88267,1,fastcompany.com,32498,3,0,77494,32498,34,5,1,6,4,2,5,3
1360554d-f647-43fb-b31d-32a3a60233fe,3,admin.ch,10000,1,0,77494,21249,34,6,2,5,6,2,3,3
5147ab30-162c-445d-a545-4c824a31e238,5,nih.gov,32498,3,0,43747,32498,50,1,2,4,6,1,7,3
5c2ade4a-5af7-4804-93b4-78d42c900c8b,0,ucoz.com,32498,3,1,32498,32498,38,3,1,5,4,1,4,5
bd1ceb07-6590-479d-a65e-e6b2946603c6,0,timesonline.co.uk,10000,3,0,66245,88743,50,3,1,5,6,1,4,3
7da6e00f-3263-45c5-bf3a-b6ad3407e1de,1,fastcompany.com,10000,2,1,66245,66245,42,2,2,4,3,3,2,3
72077b96-d5df-4338-8b1d-0d6ef57154fb,2,admin.ch,10000,1,1,88743,54996,38,1,2,2,2,2,3,4
82f8b00b-319b-4e90-b937-de5a748bba3c,0,admin.ch,10000,3,0,54996,54996,50,2,2,6,4,1,3,5
764a4414-7f8f-4331-8b0e-fdf86f92b842,3,fastcompany.com,32498,1,1,21249,54996,38,0,2,2,2,1,4,3
8e7e4977-037e-497d-8484-d9073c7548ee,6,mysql.com,10000,3,0,32498,54996,42,1,1,6,3,3,3,5
94af776a-8432-4352-a037-de7d5c73cbd8,0,fastcompany.com,21249,1,1,21249,32498,30,6,3,1,4,2,4,2
37a37b96-2fda-4d96-b61f-3fe0ec4d6e7b,1,ucoz.com,21249,2,1,43747,43747,30,2,1,3,3,2,5,1
696f6324-3067-4dc4-ab31-0a20368c13cf,6,ucoz.com,21249,1,0,66245,21249,38,1,2,5,6,3,3,3
039728c3-ea54-4f86-ae5e-8978fa9b60a2,6,nih.gov,10000,1,1,21249,21249,38,6,2,2,5,2,5,5
ef45d057-d301-44d6-a4fe-916a35666beb,5,mysql.com,10000,3,1,77494,43747,42,1,2,3,2,1,4,4
cca0e665-cf1c-4f2e-bc0d-504f364da748,4,mysql.com,10000,3,0,21249,32498,50,4,1,6,3,3,3,5
7159c23a-9af1-41d9-ad37-2b0175f31fbf,3,mysql.com,10000,2,0,21249,43747,42,2,1,6,3,2,3,5
16db387e-71d8-4f66-9e6f-f6030ef65102,2,timesonline.co.uk,32498,3,1,43747,43747,42,5,1,4,4,2,2,3
0071d48e-4b31-4cbd-9c3e-715a4f7772ca,3,timesonline.co.uk,21249,1,1,43747,21249,38,1,2,4,2,2,3,5
42d0abe2-c20f-4127-bf39-7e3eda1cfbcf,6,mysql.com,21249,1,1,88743,66245,38,3,2,2,2,1,4,2
bcdfa73f-6050-464c-a23f-6a94647132e2,2,admin.ch,10000,1,0,88743,21249,42,4,3,5,4,3,4,3
2f76b67d-72c3-4c56-9fc3-ca653c03c614,2,mysql.com,21249,1,1,10000,77494,46,1,2,2,2,1,2,2
c8cf6258-e3dc-4dad-a480-514a5554f576,4,ucoz.com,10000,5,1,88743,21249,38,3,1,6,3,2,3,5
073ddd33-1b80-4b1a-a892-1aa8ce7158ea,0,nih.gov,21249,2,0,66245,43747,38,0,2,6,3,4,3,5
c3155e2a-4bd5-4d56-8392-6253a4855740,3,ucoz.com,21249,1,0,21249,10000,42,2,5,3,2,2,6,4
36a079c4-4f05-4914-93a2-02eb727eefb9,4,fastcompany.com,21249,5,0,43747,66245,38,1,2,6,6,1,1,5
c7fe435b-43ab-4eb0-90b9-8baa35fa5285,2,mysql.com,10000,3,0,77494,21249,34,2,1,4,3,4,2,3
688d41f9-508e-40b3-b719-88e57714635c,1,admin.ch,21249,2,0,66245,10000,42,5,2,4,5,2,3,3
